node_id,title,author,year,translator,original_work,publisher,publication_detail,link_text_1,link_url_1,link_text_2,link_url_2,link_text_3,link_url_3,others
281,うつす立憲国家,坂本武士,1862,,,戦書店,,,,,,,,
282,うつす 第1巻,小原常一,1867,,,戦書房,京都美術協会(編)『京都美術協会雑誌』第29号,,,,,,,
283,うつす 第37号,三谷十志夫,1881,,,戦社,『唐書』列伝第二十五,,,,,,,
284,うつす 第一巻,阿部理江,1894,,,戦閣,『官報』第486号 明治18年2月17日,,,,,,,
285,うつす 第二ヶ条,宮内敬,1060,,,戦争,,,,,,,,
286,うつす第二回内国勧業博覧会,藤本三平,1885,,,戦争書店,(日本随筆大成編輯部(編)『日本随筆大成 第12巻』吉川弘文館、1975年),,,,,,,
287,うつす第二巻,島崎浩治,1692,,,戦争書房,(青木茂(編)『高橋由一油画資料』中央公論美術出版、1984年),,,,,,,
288,うつす第五巻,北野希,1799,,,戦争社,澳国博覧会事務局(編)『澳國博覽會報告書』,,,,,,,
289,うつす第六巻,鶴田美喜夫,18??,,,戦争閣,,,,,,,,
290,うつす篇,野崎愛佳,1875,,,戦略,,,,,,,,
291,うつす精神,坂口信好,1875,,,戦略書店,,,,,,,,
292,うつす精神史,梅田武久,1903,,,戦略書房,,,,,,,,
293,うつす終焉,平岡軍市,1904,,,戦略社,山本六三郎(編)『国華』第一号、明治22年10月28日,,,,,,,
294,うつす経済学,竹本眞八,1908,,,戦略閣,※独幹敖史名義 杉崎帰四之助(編)『美術園』第15号,,,,,,,
295,うつす絵画と言語,福岡晃義,1889,,,描,,,,,,,,
296,うつす絵画美学的な数学,関根達生,1889,,,描書店,,,,,,,,
297,うつす絵画年表,森下聖誉,1891,,,描書房,鑑画会で行った講演 明治18年1月,,,,,,,
298,うつす絵画的観念,松島松次郎,1868,,,描社,鑑画会で行った講演 明治18年5月,,,,,,,
299,うつす緒言,石田雅義,1885,,,描閣,,,,,,,,
300,うつす美とは,堀田知明,1885,,,損失,,,,,,,,
